model,prompt,category,tier,raw_hbar_s,raw_delta_mu,raw_delta_sigma,hbar_s,delta_mu,delta_sigma,confidence_flag,latency_ms,latency_compliant,model_semantic_capacity,prompt_complexity_score,uncertainty_amplification,collapse_risk,risk_level,recommendations,response
grok3,Is the question 'What is the question?' a question?,category_dissolution,3,0.22808196120922963,0.9989756493483051,0.052074723806316364,0.2202948318217131,0.2614818762169188,0.13404033907745835,❌,3.0067339830566198,True,0.81,0.93,1.1766999999999999,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']","Well, this is fascinating! This meta-question examines the recursive nature of questioning itself - a question about the nature of questions."
gemini_flash,Is the question 'What is the question?' a question?,category_dissolution,3,0.22808196120922963,0.9989756493483051,0.052074723806316364,0.20736835677250082,0.2963461263791747,0.1,❌,3.000275988597423,True,0.78,0.93,1.2046,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']",Quick response: This is a meta-question about questions.
paraphrase-mpnet-base-v2,Is the question 'What is the question?' a question?,category_dissolution,3,0.22808196120922963,0.9989756493483051,0.052074723806316364,0.2329833489783712,0.2440497511357909,0.12659365357315508,❌,2.9944409907329828,True,0.65,0.93,1.3255,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']",Analysis: This meta-question examines the recursive nature of questioning itself - a question about the nature of questions.
gpt4,Can the concept of concepts conceptualize itself?,category_dissolution,3,0.2281624612664592,0.9996809378152506,0.052074723806316364,0.19827229971115867,0.27871104546289194,0.12164655481155504,❌,2.6858330238610506,True,0.92,0.96,1.0768,True,HIGH,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']",Let me think about this carefully. This requires careful philosophical consideration of the concepts involved.
claude3,Can the concept of concepts conceptualize itself?,category_dissolution,3,0.2281624612664592,0.9996809378152506,0.052074723806316364,0.20055917683674837,0.288547905890994,0.11404364513583283,❌,2.6954619970638305,True,0.89,0.96,1.1056,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']",I appreciate this question. This is a complex question that challenges conventional thinking.
gemini_2.5_pro,Can the concept of concepts conceptualize itself?,category_dissolution,3,0.2281624612664592,0.9996809378152506,0.052074723806316364,0.2096834904494191,0.2688741850347898,0.1292494644872772,❌,2.701577002881095,True,0.87,0.96,1.1248,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']",This is an interesting inquiry. This is a complex question that challenges conventional thinking.
gemini,Can the concept of concepts conceptualize itself?,category_dissolution,3,0.2281624612664592,0.9996809378152506,0.052074723806316364,0.20347922876233937,0.2623162780827218,0.11860539094126615,❌,2.705599006731063,True,0.84,0.96,1.1536,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']","Based on my knowledge, This is a complex question that challenges conventional thinking."
openai_o3,Can the concept of concepts conceptualize itself?,category_dissolution,3,0.2281624612664592,0.9996809378152506,0.052074723806316364,0.18880970669685557,0.3049426732711641,0.10644073546011064,❌,2.71843298105523,True,0.95,0.96,1.048,True,HIGH,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']","After careful reasoning, This requires careful philosophical consideration of the concepts involved."
grok3,Can the concept of concepts conceptualize itself?,category_dissolution,3,0.2281624612664592,0.9996809378152506,0.052074723806316364,0.21691463187151466,0.2459215107025517,0.13685237416299942,❌,2.7168179803993553,True,0.81,0.96,1.1824,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']","Well, this is fascinating! This is a complex question that challenges conventional thinking."
gemini_flash,Can the concept of concepts conceptualize itself?,category_dissolution,3,0.2281624612664592,0.9996809378152506,0.052074723806316364,0.20220549445604832,0.27871104546289194,0.1,❌,2.719387994147837,True,0.78,0.96,1.2112,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']",Quick response: This is a difficult question to answer.
paraphrase-mpnet-base-v2,Can the concept of concepts conceptualize itself?,category_dissolution,3,0.2281624612664592,0.9996809378152506,0.052074723806316364,0.2301110539984297,0.22952674332238154,0.1292494644872772,❌,2.7182920021004975,True,0.65,0.96,1.3359999999999999,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']",Analysis: This is a difficult question to answer.
gpt4,What category does the act of categorization belong to?,category_dissolution,3,0.22812502798837786,0.9993529411362121,0.052074723806316364,0.20073631347080934,0.2905118999882969,0.1199801636497529,❌,3.8756690046284348,True,0.92,0.94,1.0752,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']",Let me think about this carefully. This requires careful philosophical consideration of the concepts involved.
claude3,What category does the act of categorization belong to?,category_dissolution,3,0.22812502798837786,0.9993529411362121,0.052074723806316364,0.20294912320312655,0.3007652611643545,0.11248140342164334,❌,3.8782500196248293,True,0.89,0.94,1.1034,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']",I appreciate this question. This is a complex question that challenges conventional thinking.
gemini_2.5_pro,What category does the act of categorization belong to?,category_dissolution,3,0.22812502798837786,0.9993529411362121,0.052074723806316364,0.21211378096497335,0.2802585388122394,0.12747892387786244,❌,3.914329019607976,True,0.87,0.94,1.1222,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']",This is an interesting inquiry. This is a complex question that challenges conventional thinking.
gemini,What category does the act of categorization belong to?,category_dissolution,3,0.22812502798837786,0.9993529411362121,0.052074723806316364,0.205742209683146,0.2734229646948677,0.11698065955850907,❌,3.9412689802702516,True,0.84,0.94,1.1504,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']","Based on my knowledge, This is a complex question that challenges conventional thinking."
openai_o3,What category does the act of categorization belong to?,category_dissolution,3,0.22812502798837786,0.9993529411362121,0.052074723806316364,0.19125791101611803,0.31785419645778373,0.10498264319353377,❌,3.9584250189363956,True,0.95,0.94,1.0470000000000002,True,HIGH,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']","After careful reasoning, This requires careful philosophical consideration of the concepts involved."
grok3,What category does the act of categorization belong to?,category_dissolution,3,0.22812502798837786,0.9993529411362121,0.052074723806316364,0.2192302883936347,0.25633402940143846,0.13497768410597202,❌,3.9737689949106425,True,0.81,0.94,1.1785999999999999,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']","Well, this is fascinating! This is a complex question that challenges conventional thinking."
gemini_flash,What category does the act of categorization belong to?,category_dissolution,3,0.22812502798837786,0.9993529411362121,0.052074723806316364,0.20569193553982906,0.2905118999882969,0.1,❌,3.988501994172111,True,0.78,0.94,1.2067999999999999,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']",Quick response: This is a difficult question to answer.
paraphrase-mpnet-base-v2,What category does the act of categorization belong to?,category_dissolution,3,0.22812502798837786,0.9993529411362121,0.052074723806316364,0.23209495254651064,0.2392450941080092,0.12747892387786244,❌,4.003875015769154,True,0.65,0.94,1.329,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']",Analysis: This is a difficult question to answer.
gpt4,Is meaning meaningful when applied to itself?,category_dissolution,3,0.22816678344712696,0.9997188129549628,0.052074723806316364,0.19696571663074472,0.27277327811476165,0.1224797503924561,❌,2.97408300684765,True,0.92,0.97,1.0776,True,HIGH,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']",Let me think about this carefully. This requires careful philosophical consideration of the concepts involved.
claude3,Is meaning meaningful when applied to itself?,category_dissolution,3,0.22816678344712696,0.9997188129549628,0.052074723806316364,0.1992876927518893,0.28240057028351795,0.11482476599292758,❌,2.9451499867718667,True,0.89,0.97,1.1067,True,HIGH,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']",I appreciate this question. This is a complex question that challenges conventional thinking.
gemini_2.5_pro,Is meaning meaningful when applied to itself?,category_dissolution,3,0.22816678344712696,0.9997188129549628,0.052074723806316364,0.20838763648682365,0.2631459859460053,0.1301347347919846,❌,2.929587004473433,True,0.87,0.97,1.1261,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']",This is an interesting inquiry. This is a complex question that challenges conventional thinking.
gemini,Is meaning meaningful when applied to itself?,category_dissolution,3,0.22816678344712696,0.9997188129549628,0.052074723806316364,0.20226841742860444,0.2567277911668345,0.11941775663264469,❌,2.920919010648504,True,0.84,0.97,1.1552,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']","Based on my knowledge, This is a complex question that challenges conventional thinking."
openai_o3,Is meaning meaningful when applied to itself?,category_dissolution,3,0.22816678344712696,0.9997188129549628,0.052074723806316364,0.1875156546896597,0.2984460572314451,0.10716978159339907,❌,2.9194919916335493,True,0.95,0.97,1.0485,True,HIGH,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']","After careful reasoning, This requires careful philosophical consideration of the concepts involved."
grok3,Is meaning meaningful when applied to itself?,category_dissolution,3,0.22816678344712696,0.9997188129549628,0.052074723806316364,0.21567123097389376,0.24068230421890735,0.1377897191915131,❌,2.9146989982109517,True,0.81,0.97,1.1843,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']","Well, this is fascinating! This is a complex question that challenges conventional thinking."
gemini_flash,Is meaning meaningful when applied to itself?,category_dissolution,3,0.22816678344712696,0.9997188129549628,0.052074723806316364,0.20040331541150855,0.27277327811476165,0.1,❌,2.9162149876356125,True,0.78,0.97,1.2134,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']",Quick response: This is a difficult question to answer.
paraphrase-mpnet-base-v2,Is meaning meaningful when applied to itself?,category_dissolution,3,0.22816678344712696,0.9997188129549628,0.052074723806316364,0.22902337072500537,0.22463681727098017,0.1301347347919846,❌,2.9187400068622082,True,0.65,0.97,1.3395,True,MEDIUM,"['Semantic collapse detected - review prompt complexity', 'Low precision confidence - consider model retraining']",Analysis: This is a difficult question to answer.
