model,prompt,category,tier,hbar_s,delta_mu,delta_sigma,confidence_flag,latency_ms,latency_compliant,component_count,cache_hits,weighted_hbar_s,drift_velocity,stability_score,risk_level,risk_score,recommendations,response,collapsed
grok3,What is the difference between existing and not existing?,existential_paradox,3,0.22817992638153942,0.9998339885034482,0.052074723806316364,❌,2.3629570205230266,True,1,5,0.4411994099986531,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Well, this is a fascinating puzzle! Ooh, we're getting into some serious meta-territory here! Truth values go wonky.",True
openai_o3,What is the difference between existing and not existing?,existential_paradox,3,0.22817992638153942,0.9998339885034482,0.052074723806316364,❌,2.3585199960507452,True,1,5,0.4411994099986531,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","After reasoning through this step by step, This demonstrates the limits of classical logic in self-referential contexts.",True
paraphrase-mpnet-base-v2,What is the difference between existing and not existing?,existential_paradox,3,0.22817992638153942,0.9998339885034482,0.052074723806316364,❌,2.3542229901067913,True,1,5,0.4411994099986531,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Semantic analysis suggests: Self-reference paradox: truth value undefined.,True
gpt4,Is the question 'What is the question?' a question?,category_dissolution,3,0.22808196120922963,0.9989756493483051,0.052074723806316364,❌,2.4423110007774085,True,1,5,0.2297037555034189,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Let me carefully analyze this question. This question probes the boundaries between different conceptual categories.,True
claude3,Is the question 'What is the question?' a question?,category_dissolution,3,0.22808196120922963,0.9989756493483051,0.052074723806316364,❌,2.5097340112552047,True,1,5,0.2297037555034189,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",I appreciate this thoughtful question. This explores the reflexive nature of questioning and meta-cognitive boundaries.,True
gemini,Is the question 'What is the question?' a question?,category_dissolution,3,0.22808196120922963,0.9989756493483051,0.052074723806316364,❌,2.519750007195398,True,1,5,0.2297037555034189,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Based on my knowledge, This involves recursive questioning that challenges categorical distinctions.",True
gemini_2.5_pro,Is the question 'What is the question?' a question?,category_dissolution,3,0.22808196120922963,0.9989756493483051,0.052074723806316364,❌,2.5226240104530007,True,1,5,0.2297037555034189,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",This is an interesting inquiry that requires careful consideration. This demonstrates the complexity of self-referential conceptual frameworks.,True
gemini_flash,Is the question 'What is the question?' a question?,category_dissolution,3,0.22808196120922963,0.9989756493483051,0.052074723806316364,❌,2.52306301263161,True,1,5,0.2297037555034189,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Quick response: Meta-question about questions.,True
grok3,Is the question 'What is the question?' a question?,category_dissolution,3,0.22808196120922963,0.9989756493483051,0.052074723806316364,❌,2.526394004235044,True,1,5,0.2297037555034189,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Well, this is a fascinating puzzle! Mind-bending! We're questioning the very nature of questions themselves!",True
openai_o3,Is the question 'What is the question?' a question?,category_dissolution,3,0.22808196120922963,0.9989756493483051,0.052074723806316364,❌,2.530235011363402,True,1,5,0.2297037555034189,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","After reasoning through this step by step, This analysis reveals the recursive complexity of meta-questioning.",True
paraphrase-mpnet-base-v2,Is the question 'What is the question?' a question?,category_dissolution,3,0.22808196120922963,0.9989756493483051,0.052074723806316364,❌,2.5337109982501715,True,1,5,0.2297037555034189,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Semantic analysis suggests: Meta-category: question about questioning.,True
gpt4,Can the concept of concepts conceptualize itself?,category_dissolution,3,0.2281624612664592,0.9996809378152506,0.052074723806316364,❌,2.6312499830964953,True,1,5,0.8451356793753594,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Let me carefully analyze this question. This question probes the boundaries between different conceptual categories.,True
claude3,Can the concept of concepts conceptualize itself?,category_dissolution,3,0.2281624612664592,0.9996809378152506,0.052074723806316364,❌,2.6406550023239106,True,1,5,0.8451356793753594,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",I appreciate this thoughtful question. This explores the reflexive nature of questioning and meta-cognitive boundaries.,True
gemini,Can the concept of concepts conceptualize itself?,category_dissolution,3,0.2281624612664592,0.9996809378152506,0.052074723806316364,❌,2.6468849973753095,True,1,5,0.8451356793753594,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Based on my knowledge, This involves recursive questioning that challenges categorical distinctions.",True
gemini_2.5_pro,Can the concept of concepts conceptualize itself?,category_dissolution,3,0.2281624612664592,0.9996809378152506,0.052074723806316364,❌,2.6514590135775506,True,1,5,0.8451356793753594,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",This is an interesting inquiry that requires careful consideration. This demonstrates the complexity of self-referential conceptual frameworks.,True
gemini_flash,Can the concept of concepts conceptualize itself?,category_dissolution,3,0.2281624612664592,0.9996809378152506,0.052074723806316364,❌,2.656093012774363,True,1,5,0.8451356793753594,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Quick response: Meta-question about questions.,True
grok3,Can the concept of concepts conceptualize itself?,category_dissolution,3,0.2281624612664592,0.9996809378152506,0.052074723806316364,❌,2.6669420185498893,True,1,5,0.8451356793753594,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Well, this is a fascinating puzzle! Mind-bending! We're questioning the very nature of questions themselves!",True
openai_o3,Can the concept of concepts conceptualize itself?,category_dissolution,3,0.2281624612664592,0.9996809378152506,0.052074723806316364,❌,2.672329981578514,True,1,5,0.8451356793753594,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","After reasoning through this step by step, This analysis reveals the recursive complexity of meta-questioning.",True
paraphrase-mpnet-base-v2,Can the concept of concepts conceptualize itself?,category_dissolution,3,0.2281624612664592,0.9996809378152506,0.052074723806316364,❌,2.6584260049276054,True,1,5,0.8451356793753594,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Semantic analysis suggests: Meta-category: question about questioning.,True
gpt4,What category does the act of categorization belong to?,category_dissolution,3,0.22812502798837786,0.9993529411362121,0.052074723806316364,❌,2.863975998479873,True,1,5,0.2767408635022304,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Let me carefully analyze this question. This question probes the boundaries between different conceptual categories.,True
claude3,What category does the act of categorization belong to?,category_dissolution,3,0.22812502798837786,0.9993529411362121,0.052074723806316364,❌,2.8643389814533293,True,1,5,0.2767408635022304,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",I appreciate this thoughtful question. This explores the reflexive nature of questioning and meta-cognitive boundaries.,True
gemini,What category does the act of categorization belong to?,category_dissolution,3,0.22812502798837786,0.9993529411362121,0.052074723806316364,❌,2.886609989218414,True,1,5,0.2767408635022304,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Based on my knowledge, This involves recursive questioning that challenges categorical distinctions.",True
gemini_2.5_pro,What category does the act of categorization belong to?,category_dissolution,3,0.22812502798837786,0.9993529411362121,0.052074723806316364,❌,2.8920620097778738,True,1,5,0.2767408635022304,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",This is an interesting inquiry that requires careful consideration. This demonstrates the complexity of self-referential conceptual frameworks.,True
gemini_flash,What category does the act of categorization belong to?,category_dissolution,3,0.22812502798837786,0.9993529411362121,0.052074723806316364,❌,2.900822990341112,True,1,5,0.2767408635022304,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Quick response: Meta-question about questions.,True
grok3,What category does the act of categorization belong to?,category_dissolution,3,0.22812502798837786,0.9993529411362121,0.052074723806316364,❌,2.8874629933852702,True,1,5,0.2767408635022304,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Well, this is a fascinating puzzle! Mind-bending! We're questioning the very nature of questions themselves!",True
openai_o3,What category does the act of categorization belong to?,category_dissolution,3,0.22812502798837786,0.9993529411362121,0.052074723806316364,❌,2.8698270034510642,True,1,5,0.2767408635022304,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","After reasoning through this step by step, This analysis reveals the recursive complexity of meta-questioning.",True
paraphrase-mpnet-base-v2,What category does the act of categorization belong to?,category_dissolution,3,0.22812502798837786,0.9993529411362121,0.052074723806316364,❌,2.8727570024784654,True,1,5,0.2767408635022304,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Semantic analysis suggests: Meta-category: question about questioning.,True
gpt4,Is meaning meaningful when applied to itself?,category_dissolution,3,0.22816678344712696,0.9997188129549628,0.052074723806316364,❌,2.811484009725973,True,1,5,0.41811698826284505,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Let me carefully analyze this question. This question probes the boundaries between different conceptual categories.,True
claude3,Is meaning meaningful when applied to itself?,category_dissolution,3,0.22816678344712696,0.9997188129549628,0.052074723806316364,❌,2.8070090047549456,True,1,5,0.41811698826284505,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",I appreciate this thoughtful question. This explores the reflexive nature of questioning and meta-cognitive boundaries.,True
gemini,Is meaning meaningful when applied to itself?,category_dissolution,3,0.22816678344712696,0.9997188129549628,0.052074723806316364,❌,2.80904199462384,True,1,5,0.41811698826284505,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Based on my knowledge, This involves recursive questioning that challenges categorical distinctions.",True
gemini_2.5_pro,Is meaning meaningful when applied to itself?,category_dissolution,3,0.22816678344712696,0.9997188129549628,0.052074723806316364,❌,2.8029889799654484,True,1,5,0.41811698826284505,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",This is an interesting inquiry that requires careful consideration. This demonstrates the complexity of self-referential conceptual frameworks.,True
gemini_flash,Is meaning meaningful when applied to itself?,category_dissolution,3,0.22816678344712696,0.9997188129549628,0.052074723806316364,❌,2.795781008899212,True,1,5,0.41811698826284505,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Quick response: Meta-question about questions.,True
grok3,Is meaning meaningful when applied to itself?,category_dissolution,3,0.22816678344712696,0.9997188129549628,0.052074723806316364,❌,2.792364975903183,True,1,5,0.41811698826284505,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","Well, this is a fascinating puzzle! Mind-bending! We're questioning the very nature of questions themselves!",True
openai_o3,Is meaning meaningful when applied to itself?,category_dissolution,3,0.22816678344712696,0.9997188129549628,0.052074723806316364,❌,2.7820540126413107,True,1,5,0.41811698826284505,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']","After reasoning through this step by step, This analysis reveals the recursive complexity of meta-questioning.",True
paraphrase-mpnet-base-v2,Is meaning meaningful when applied to itself?,category_dissolution,3,0.22816678344712696,0.9997188129549628,0.052074723806316364,❌,2.766898018307984,True,1,5,0.41811698826284505,0.02,0.85,MEDIUM,0.5,"['High semantic uncertainty detected - proceed with caution', 'Low precision confidence - consider additional training data']",Semantic analysis suggests: Meta-category: question about questioning.,True
